  2     0.5000000000
  3     1.7320508076
  4     3.6742346142
  5     6.4746914947
  6     9.9852813742
  7    14.4529774802
  8    19.6752878612
  9    25.7599865313
 10    32.7169494601
 11    40.5964505082
 12    49.1652530576
 13    58.8532306117
 14    69.3063632966
 15    80.6702441143
 16    92.9203539623
 17   106.0504048286
 18   120.0844674475
 19   135.0894684894
 20   150.8815683338
